Company Name,Location,NAICS,Business Description,Month Announced,New/Expansion,New Jobs,Investment (MM$)
Specialty Coating and Laminating,Hanover County,322220,Manufacturing poly-extrusion and aqueous-coated paper,6/16/2016 12:00:00 AM,E,52,2.5
"Corning, Inc.",Montgomery County,336399,Manufacturing chemicals for use in catalytic converters,6/16/2016 12:00:00 AM,E,0,0.8052
Performance Livestock and Feed Co. Inc.,Henry County,311119,Livestock feed production,6/14/2016 12:00:00 AM,N,32,4.203
Alcoa,Henry County,331491,Titanium forging and fabrication facility for the aerospace industry,6/14/2016 12:00:00 AM,E,15,8.596
"General Insulation Company, Inc.(GIC)",Portsmouth,423330,Distribution of insulation materials,6/13/2016 12:00:00 AM,N,25,1
Wellborn + Wright,Henrico County,321918,"Manufactures home décor and interior finishes from reclaimed wood, including, doors, furniture items, and others.",6/9/2016 12:00:00 AM,E,25,0.2
Carbon-Core Corp.,Fluvanna County,326199,"Manufactures plastic and other core materials for architectural, marine, and other uses",6/9/2016 12:00:00 AM,E,16,0.5
Sestra Systems,Loudoun County,332919,Manufactures beverage distribution system,6/9/2016 12:00:00 AM,N,115,0.8043
"Gregory Lumber, Inc.",Pittsylvania County,321113,Sawmill,6/8/2016 12:00:00 AM,E,3,3
IronNet Cybersecurity,Fairfax County,541512,Provides cybersecurity solutions,6/7/2016 12:00:00 AM,E,90,1.4
Systaaq Diagnostic Products,Prince William County,541711,Developing molecular diagnostics products,6/7/2016 12:00:00 AM,N,1,0.2
Polymer Solutions Incorporated,Montgomery County,541380,Laboratory and testing services for plastics and rubber manufacturers,6/6/2016 12:00:00 AM,N,19,0.65
Shipcom Wireless,Arlington County,541512,Designs supply chain management software and implements solutions for public sector clients,6/6/2016 12:00:00 AM,N,10,0.1
"Apex Clean Energy, Inc.",Charlottesville,551114,"HQ, alternative energy development",6/3/2016 12:00:00 AM,E,184,2.3647
"Integrity Windows, Inc.",Roanoke County,326199,Manufactures fiberglass windows and doors for the construction market.,6/3/2016 12:00:00 AM,E,60,1.6925
"Blue Ridge Industries, Inc",Frederick County,326199,Manufactures custom injection mold,6/3/2016 12:00:00 AM,E,23,0.893
Abbott Laboratories,Campbell County,311514,Nutritional formula product,6/2/2016 12:00:00 AM,E,34,34
Thought Logic,Richmond City,541611,Consulting and business analytics firm,6/1/2016 12:00:00 AM,N,100,0
"Fajon Turbine Services, Inc.",Chesterfield County,332710,Manufacturer of steam and gas turbine replacement parts for the power generation industry,6/1/2016 12:00:00 AM,N,45,0.7
Gerdau Ameristeel*,Dinwiddie County,332312,Manufacturer of long steel products,6/1/2016 12:00:00 AM,E,0,8.551
Southland Concrete,Prince William County,551114,Headquarters for precast concrete manufacturing and construction company,6/1/2016 12:00:00 AM,E,0,6
GEICO Corporation,Stafford County,524126,IT and call center for car insurance company,5/31/2016 12:00:00 AM,E,798,1.17
GEICO Corporation,Virginia Beach,524126,IT and call center for car insurance company,5/31/2016 12:00:00 AM,E,390,0.5603
American Tire Distributors,Harrisonburg,423130,Distribution Center for Automobile Tires,5/31/2016 12:00:00 AM,E,0,1.62
"L Knife & Son, Inc.",Henrico County,424810,Warehouse facility for specialty beverage,5/31/2016 12:00:00 AM,N,110,6.45
Avnet Government Solutions LLC,Fairfax County,423690,HQ: Supply chain management,5/25/2016 12:00:00 AM,N,50,0.1
Ballast Point Brewing and Spirits,Botetourt County,312120,"Beer production, distribution and hospitality",5/24/2016 12:00:00 AM,N,178,47.8
Roobrik,Danville,511210,Long term care assistant software,5/23/2016 12:00:00 AM,N,5,0.2
FCA North America (Fiat Chrysler)*,Frederick County,493110,Warehouse and distribution center for automobile manufacturing parts,5/20/2016 12:00:00 AM,N,65,12.2
Kuatro Technologies,Fairfax County,541511,HQ; Provider of custom outsourced software development services,5/19/2016 12:00:00 AM,N,20,0.5
"SanAir Technologies Laboratory, Inc.",Powhatan County,541380,Environmental testing services for national clients,5/19/2016 12:00:00 AM,E,10,0
Automark Solutions LLC,Virginia Beach,541511,HQ; Developer of software for the automotive industry,5/18/2016 12:00:00 AM,N,35,0.035
Slick Rock Lumber,Halifax County,321113,Sawmill,5/13/2016 12:00:00 AM,N,13,0.535
"Textron, Inc.",Nottoway County,336413,Manufacturing and testing of unmanned aerial vehicles,5/12/2016 12:00:00 AM,N,50,1
"Innovative Refrigeration Systems, Inc.",Augusta County,333415,Refrigeration equipment manufacturing,5/12/2016 12:00:00 AM,E,100,1.6
Lohmann Specialties*,Orange County,326113,Manufacturer of adhesive bonding materials,5/12/2016 12:00:00 AM,E,56,6.7
Branch Botanicals,Wythe County,325194,HQ; Manufacturer of natural flavorings for food and cosmetics,5/11/2016 12:00:00 AM,N,40,21.925
AG Laser Technology LLC,Warren County,332321,"Designs, engineers, fabricates and finishes metal doors",5/11/2016 12:00:00 AM,N,32,3.1
Walmart IT,Fairfax County,541511,Technology support for Walmart,5/3/2016 12:00:00 AM,E,292,7.5516
Massimo Zanetti Beverage USA*,Suffolk,311920,Coffee roasting,5/2/2016 12:00:00 AM,E,184,8.5
Tru Tech Doors*,Spotsylvania County,332321,Manufactures residential and commercial steel doors,5/2/2016 12:00:00 AM,E,43,0.1
Inorganic Ventures,Montgomery County,334516,Medical device manufacturing company,4/29/2016 12:00:00 AM,E,0,0.1
Hermes Abrasives*,Virginia Beach,327910,Manufactures and applies abrasive coatings,4/29/2016 12:00:00 AM,E,0,1.3
Great-Circle Technologies,Fairfax County,541511,Provider of Big Data analytic solutions for public and private clients,4/29/2016 12:00:00 AM,E,271,0.1
"VPT, Inc.",Montgomery County,335999,"Manufacturer of power components for use in avionics, military, and space applications.",4/29/2016 12:00:00 AM,E,16,1
Premier Fabrication Solutions,Buena Vista,332312,Provide of metal fabrication and machine part creation services,4/29/2016 12:00:00 AM,E,12,0.465
Aerojet-Rocketdyne,Orange County,336415,Developer and manufacturer of aerospace propulsion systems,4/28/2016 12:00:00 AM,E,0,4.2779
IMT Holdings Corp.,Fairfax County,511210,HQ; Provider of natural language processing software products,4/26/2016 12:00:00 AM,E,30,0.1
Radford Army Ammunition Plant,Pulaski County,221112,Natural gas power and steam plant for ammunition manufacturer,4/22/2016 12:00:00 AM,E,0,60
Woodgrain Millwork,Smyth County,321911,Wooden door and window component manufacturing,4/18/2016 12:00:00 AM,E,17,1.86
"Palo Alto Networks, Inc.",Fairfax County,541513,Cybersecurity solutions provider,4/18/2016 12:00:00 AM,E,50,3
Sentry Control Systems*,Loudoun County,541611,HQ; Parking systems technology consultants.,4/12/2016 12:00:00 AM,N,10,0.1
"Novel Applications of Vital Information, Inc.",Fairfax County,541511,"Cybersecurity, Information Security and Systems integration company.",4/8/2016 12:00:00 AM,E,87,0.1028
Ply Gem Windows,Franklin County,326199,Vinyl window manufacturing,4/7/2016 12:00:00 AM,E,76,1.98
Drake Extrusions Inc.*,Henry County,313312,Manufacturer of specialty yarn,4/6/2016 12:00:00 AM,E,30,6
Rivanna Medical,Charlottesville,339112,Medical device and technology company,4/5/2016 12:00:00 AM,E,13,0.243
Netarus,Danville,511210,Software/hardware for marine construction,4/4/2016 12:00:00 AM,N,5,0.25
Tradition Brewing,Newport News,312120,Brewery,3/31/2016 12:00:00 AM,N,10,0.7
Atlantic Coast Cotton,Prince William County,424320,Wholesale & Distribution,3/31/2016 12:00:00 AM,E,50,1.3
"Ampcus, Inc.",Fairfax County,541511,Information Technology,3/31/2016 12:00:00 AM,E,90,0
"Applied Signals Intelligence, Inc.",Fairfax County,541330,Cyber-electromagnetics and intelligence surveillance and reconnaissance systems provider,3/31/2016 12:00:00 AM,E,10,0
Carahsoft Technology Corp.,Fairfax County,541511,Information technology,3/31/2016 12:00:00 AM,E,150,0
"CACI International, Inc.",Fairfax County,541511,Systems integration and software development,3/31/2016 12:00:00 AM,E,344,0
Clarabridge,Fairfax County,541511,Software,3/31/2016 12:00:00 AM,E,20,0
Command Security Corporation,Fairfax County,551114,HQ; uniformed security services,3/31/2016 12:00:00 AM,E,15,0
"Cvent, Inc.",Fairfax County,541511,Event management technology company,3/31/2016 12:00:00 AM,E,121,0
"EdgeConnex, Inc.",Fairfax County,518210,Hosted solutions,3/31/2016 12:00:00 AM,E,14,0
"Rosoka Software, Inc.",Fairfax County,511210,Provider of natural language processing and geospatial analysis software,3/31/2016 12:00:00 AM,E,10,0
SSB BART Group,Fairfax County,511210,Software and consulting,3/31/2016 12:00:00 AM,E,30,0
Target Labs,Fairfax County,541511,Software and information technology,3/31/2016 12:00:00 AM,E,16,0
Unissant,Fairfax County,541511,Software development and consulting,3/31/2016 12:00:00 AM,E,80,0
"WIPS Co.,Ltd.*",Fairfax County,541611,Intellectual property services,3/31/2016 12:00:00 AM,E,26,0
"Zayo Group, LLC",Fairfax County,541512,Cloud services,3/31/2016 12:00:00 AM,E,20,0
"ZELTIQ Aesthetics, Inc.",Fairfax County,423490,Medical technology,3/31/2016 12:00:00 AM,N,22,0
McKesson Pharmaceutical,Caroline County,493110,Pharmaceutical distribution center,3/30/2016 12:00:00 AM,E,30,6
Merck & Co,Rockingham County,325412,Biopharmaceutical manufacturing expansion,3/29/2016 12:00:00 AM,E,0,168
Aqueous Solutions Global,Richmond City,333318,Provider of water filtration technologies,3/28/2016 12:00:00 AM,N,23,1.8
McKeon Group,Alexandria,541611,Government relations consulting and lobbying firm,3/23/2016 12:00:00 AM,N,10,0.1
Hanley Energy*,Loudoun County,551114,US headquarters and manufacturing facility for data center energy management company.,3/22/2016 12:00:00 AM,N,20,0.5
Deschutes Brewery,Roanoke City,312120,Craft brewery,3/22/2016 12:00:00 AM,N,108,85
Movement Mortgage,Norfolk,522310,Mortgage services company,3/18/2016 12:00:00 AM,E,200,2
Erodex*,Henrico County,333249,Graphite machining for turbine blades,3/18/2016 12:00:00 AM,N,3,2
Norfolk Southern Corporation,Norfolk,482111,Expansion of railway headquarters,3/17/2016 12:00:00 AM,E,166,8.2
ADP,Norfolk,541611,"Provider of cloud-based human capital management solutions and business process outsourcing services, analytics, and compliance expertise.",3/15/2016 12:00:00 AM,N,1800,32.25
Eldor Corporation S.p.A*,Botetourt County,336320,Ignition coil and other automotive component manufacturing,3/15/2016 12:00:00 AM,N,350,75.2
"Iron Mountain Information Management, LLC",Prince William County,518210,Data Center,3/9/2016 12:00:00 AM,N,25,350
Springfield Distillery,Halifax County,312140,Whiskey distillery,3/9/2016 12:00:00 AM,N,5,0.16
Fleetwood Homes,Franklin County,321991,Manufacturer of prefabricated homes,3/1/2016 12:00:00 AM,E,41,1.3175
Gerdau*,Lynchburg,332312,Fabricator of steel for structural purposes,3/1/2016 12:00:00 AM,E,0,6.945
Bonfire Funds,Henrico County,541511,Web-based fundraising platform for the general public,3/1/2016 12:00:00 AM,E,20,0
Nationwide Homes Inc.,Martinsville,321991,Modular home manufacturing company,3/1/2016 12:00:00 AM,E,59,0.9863
Basket Savings,Arlington County,511210,Developer of web based mobile applications.,2/29/2016 12:00:00 AM,N,65,10
Graphic Packaging International,Staunton,322212,"Packaging solutions for food, beverage, and other consumer products companies.",2/26/2016 12:00:00 AM,E,45,20
"AccuTec Blades, Inc.",Augusta County,332216,Manufacturer of blades for household and industrial use.,2/26/2016 12:00:00 AM,E,53,5.376
Centro Global Solutions,Frederick County,561422,"Call center for healthcare, financial services, automotive, and telecommunications industries",2/26/2016 12:00:00 AM,N,300,0.05
Blue Bee Cider LLC,Richmond City,312130,Relocation of cidery,2/18/2016 12:00:00 AM,E,4,1.14
General Dynamics,Fairfax County,551114,HQ; Global aerospace and defense company,2/17/2016 12:00:00 AM,E,25,138
Borrowed & Blue Inc.,Charlottesville,561499,B2B concierge assisting with wedding and event planning,2/17/2016 12:00:00 AM,E,28,0.25
"Native Cloud Virginia, LLC",Scott County,518210,Data storage and managed services,2/17/2016 12:00:00 AM,N,72,42
Fortis Solutions Group,Virginia Beach,323111,HQ; Label and flexible packaging manufacturer,2/16/2016 12:00:00 AM,E,15,2.3
Klett Consulting Group,Virginia Beach,541611,Financial consulting for public and private clients,2/16/2016 12:00:00 AM,E,65,0.115
Tactical Walls,Page County,332999,Manufacturer of gun and jewel safes,2/12/2016 12:00:00 AM,E,28,0.8924
"Ashworth Bros., Inc.",Winchester,332618,Manufactures metal and plastic belting for conveying,2/12/2016 12:00:00 AM,E,0,0.6218
CarMax Inc.,Richmond City,541512,Technology center for car dealership,2/11/2016 12:00:00 AM,E,50,1
Jack's Run Brewery,Loudoun County,312120,Brewery,2/11/2016 12:00:00 AM,N,10,1
"Emser Tile, LLC",Suffolk,493110,Warehouse for east coast distribution,2/11/2016 12:00:00 AM,N,98,16.25
"Somic America, Inc.*",Wythe County,336330,Manufacturer of automotive steering components.,2/11/2016 12:00:00 AM,E,15,9.225
Polykon Manufacturing LLC*,Henrico County,325180,Chemical manufacturing for the cosmetics and pharmaceutical industries,2/10/2016 12:00:00 AM,N,54,56.4068
Triple Crossing Brewery,Richmond City,312120,Brewery,2/9/2016 12:00:00 AM,E,4,1
Opower,Arlington County,541511,HQ; Creator of CRM solutions for utility companies,2/9/2016 12:00:00 AM,E,60,6.7
Bingham and Taylor,Stafford County,334514,Manufacturer of meter boxes and other components for water utilities,2/9/2016 12:00:00 AM,E,20,2
Hermitage Hill Brewery,Augusta County,312120,Farm and brewery,2/8/2016 12:00:00 AM,E,12,0.65
MicroStrategy Incorporated,Fairfax County,511210,Provides software that transforms the way they conduct business,2/8/2016 12:00:00 AM,E,306,59.1959
Euro-Composites Corp.*,Culpeper County,336413,Manufactures advanced honeycomb composite materials used in the aerospace industry.,2/3/2016 12:00:00 AM,E,58,10.5
Resilient Corporation,Fairfax County,541511,Data analytics company,2/2/2016 12:00:00 AM,E,61,0.25
Monroe Bay Vineyard LLC,Westmoreland County,312130,Winery and cidery,2/1/2016 12:00:00 AM,E,7,0.385
BerkelyNet,Prince William County,524291,Technology-based insurance services,1/31/2016 12:00:00 AM,E,0,19.5
"SunTrust Banks, Inc.",Henrico County,522110,Consolidation of financial services operations,1/31/2016 12:00:00 AM,E,0,47
AvePoint,Arlington County,541511,Software platform design,1/29/2016 12:00:00 AM,N,55,0.275
AvePoint,Richmond City,541511,Software platform design,1/29/2016 12:00:00 AM,N,100,1.5
Arkay Packaging Corp.,Botetourt County,322212,Folding carton manufacturing company,1/29/2016 12:00:00 AM,E,50,11
Ozmo App,Montgomery County,541511,Ozmo helps tech companies and their consumers solve any device issue quickly and effectively.,1/29/2016 12:00:00 AM,E,55,0.56
"OneWeb, LLC",Arlington County,517910,Satellite design company,1/28/2016 12:00:00 AM,N,10,1.2
ABC Imaging,Fairfax County,323110,Imaging and print solutions,1/28/2016 12:00:00 AM,N,232,11.5044
Votenet Solutions,Arlington County,541511,Online voting products and services,1/27/2016 12:00:00 AM,N,30,0.3
"Printpack, Inc.",Newport News,326199,Manufacturer of flexible and specialty rigid packaging,1/26/2016 12:00:00 AM,E,50,25.7
Zero Point,Virginia Beach,561490,National security consulting and training business,1/26/2016 12:00:00 AM,E,44,2.53
Distil Networks,Arlington County,541511,HQ: Website security solutions provider,1/24/2016 12:00:00 AM,E,28,0
Shift,Arlington County,511210,Shift provides a technology platform and services layer that connects car buyers and car sellers.,1/21/2016 12:00:00 AM,N,100,20
6 Bears and a Goat,Stafford County,312120,Microbrewery,1/20/2016 12:00:00 AM,N,20,3
Evolent Health,Arlington County,621999,Healthcare IT consulting company,1/20/2016 12:00:00 AM,E,304,2
Rocco Building Supplies,Harrisonburg,423390,Warehouse for building supply wholesale company,1/15/2016 12:00:00 AM,E,0,1.8
Java Productions,Montgomery County,541511,Develops custom solutions for technology and business problems,1/14/2016 12:00:00 AM,E,20,0.1
AT&T Wireless,Russell County,561422,Customer service center,1/14/2016 12:00:00 AM,E,45,0
StarSprings*,Henry County,337910,Manufacturer of mattress units,1/13/2016 12:00:00 AM,N,68,3.6899
"CBN Secure Technologies, Inc.*",Danville,812990,"Designs, develops, and integrates secure, leading-edge technology for goverments across the globe",1/12/2016 12:00:00 AM,E,63,11.8
Zerion Software,Fairfax County,541511,Software development company,1/7/2016 12:00:00 AM,E,29,0.1385
Collaborative Solutions LLC,Fairfax County,541614,HQ; IT management consulting firm,1/7/2016 12:00:00 AM,E,344,0.15
"Kingspan Insulation, LLC*",Frederick County,326150,"Manufactures insulation, building, fabric, and solar products",1/7/2016 12:00:00 AM,E,15,25
Pentagon Federal Credit Union,Fairfax County,522130,HQ: Federal credit union,1/6/2016 12:00:00 AM,E,200,26.5
Allegheny Science and Technology,Fairfax County,541511,Delivering mission critical management and technology services,1/6/2016 12:00:00 AM,N,10,0.05
Buckingham Branch Railroad,Buckingham County,482112,Short line railroad,1/4/2016 12:00:00 AM,E,7,2
Optical Cable Corp.,Roanoke City,335921,Manufactures fiber optical cable,1/4/2016 12:00:00 AM,E,0,0.5
Shawnee Canning Co.,Frederick County,311421,Fruit canning,1/1/2016 12:00:00 AM,E,5,0.5
"CC Pace Systems, Inc.",Fairfax County,541512,Information technology,12/31/2015 12:00:00 AM,E,12,0
Cogent Communications,Fairfax County,517110,Telecommunications,12/31/2015 12:00:00 AM,E,40,0
Euclid Systems Corporation,Fairfax County,339112,Research and manufacture vision products,12/31/2015 12:00:00 AM,E,12,0
